Возраст,Среднемесячный расход,Средняя продолжительность разговоров,Звонков днем за месяц,Звонков вечером за месяц,Звонков ночью за месяц,Звонки в другие города,Звонки в другие страны,Доля звонков на стационарные телефоны,Количество SMS за месяц,Дата подключения тарифа
29,3436.36,10.8,414.0,76.0,19,26,0,25,10,2015-04-19 12:38:24
40,1819.53,7.4,272.0,97.0,34,46,0,24,13,2017-03-10 15:02:29
41,433.41,3.6,62.0,98.0,6,23,0,20,24,2016-07-30 11:59:30
19,208.46,5.5,40.0,11.0,17,0,0,0,42,2019-02-11 13:03:22
42,313.6,2.8,50.0,90.0,0,4,0,0,43,2020-11-12 16:49:06
21,22.23,0.2,51.0,119.0,9,0,0,1,36,2018-12-17 18:54:07
35,657.0,5.4,62.0,103.0,0,0,2,10,37,2017-02-26 18:01:45
47,1175.86,7.4,86.0,106.0,0,0,2,9,3,2021-06-26 15:31:36
52,226.77,4.0,29.0,48.0,0,0,1,10,3,2018-12-27 14:22:58
37,371.77,4.7,40.0,55.0,4,21,0,13,37,2015-08-15 11:29:19
46,3485.86,10.2,438.0,74.0,49,10,0,26,7,2016-11-09 16:45:40
60,464.88,4.1,57.0,98.0,0,31,0,0,4,2015-08-29 15:03:45
65,20.4,1.7,4.0,6.0,0,0,0,4,2,2015-03-15 18:51:16
47,413.57,5.3,51.0,49.0,3,27,0,0,4,2020-02-10 13:16:50
38,352.26,3.5,46.0,93.0,0,17,0,10,13,2018-06-06 17:45:49
45,5.32,1.3,2.0,2.0,2,0,0,0,0,2021-06-07 10:47:11
39,229.13,3.3,40.0,50.0,4,18,0,9,21,2019-03-18 12:33:42
19,45.1,0.6,1.0,117.0,0,0,0,5,17,2019-08-14 10:58:12
30,422.97,4.0,69.0,69.0,0,4,0,10,45,2019-09-25 13:35:55
20,123.32,3.2,25.0,32.0,7,0,0,6,44,2021-05-11 14:13:50
19,94.4,2.6,51.0,5.0,2,0,0,1,36,2018-11-14 13:30:31
28,220.27,2.8,45.0,58.0,3,6,0,2,34,2021-11-20 18:11:09
51,309.68,2.8,51.0,86.0,0,0,0,14,4,2016-07-22 10:24:17
19,24.08,0.8,36.0,5.0,4,2,0,2,40,2019-03-13 18:10:31
47,255.05,2.2,75.0,77.0,0,7,0,10,3,2020-12-04 12:02:32
23,178.58,2.1,45.0,84.0,9,0,0,7,34,2019-12-15 13:38:05
55,1014.93,8.1,94.0,43.0,6,9,0,12,5,2021-01-23 14:45:03
48,716.62,4.5,64.0,158.0,4,5,0,6,4,2021-10-10 17:16:43
65,51.84,2.7,14.0,2.0,0,0,0,3,1,2016-08-31 16:07:57
20,745.29,6.3,52.0,104.0,26,0,0,2,17,2021-09-21 10:03:05
33,128.87,1.7,43.0,59.0,0,0,0,22,36,2018-03-10 11:01:22
64,18.48,1.4,8.0,3.0,0,0,0,3,1,2016-02-22 12:01:07
47,13.92,1.7,5.0,5.0,0,0,0,0,0,2018-03-01 12:13:17
52,2411.68,6.0,500.0,127.0,8,76,0,28,10,2020-08-05 18:10:38
31,207.25,2.7,56.0,41.0,1,36,1,20,1,2015-11-13 18:01:47
30,1027.03,7.6,117.0,106.0,49,18,0,12,69,2015-12-23 12:43:51
48,140.65,2.4,44.0,30.0,0,0,0,15,2,2015-06-12 11:24:32
34,823.0,6.8,104.0,44.0,0,2,0,16,20,2017-02-04 15:13:46
46,196.48,3.1,55.0,18.0,7,0,0,8,3,2017-08-25 15:14:43
31,643.37,4.0,106.0,100.0,5,2,0,24,5,2016-11-15 18:08:49
35,1962.76,15.2,112.0,109.0,31,7,0,5,85,2021-10-10 15:45:33
34,458.15,3.5,65.0,95.0,2,40,0,11,17,2021-03-31 13:58:25
38,538.72,3.7,66.0,115.0,0,0,0,5,1,2017-10-21 14:30:57
31,410.23,4.6,64.0,50.0,0,45,0,8,20,2019-04-02 12:09:40
38,775.42,4.7,88.0,135.0,0,0,0,4,67,2021-05-24 17:38:44
43,284.83,3.3,39.0,80.0,1,14,1,2,15,2018-11-29 18:53:55
33,96.31,1.2,71.0,26.0,0,37,1,13,16,2017-12-26 13:10:50
58,477.75,5.0,65.0,58.0,0,7,0,2,3,2015-05-30 14:01:21
31,2008.08,14.2,125.0,106.0,56,5,0,7,46,2017-09-13 11:23:32
29,347.36,4.1,57.0,53.0,0,0,0,0,36,2018-06-01 12:06:03
56,111.06,1.9,42.0,22.0,5,4,0,0,5,2015-12-20 10:19:43
45,273.97,2.3,99.0,47.0,0,39,1,26,1,2018-02-26 15:10:26
29,473.76,4.7,59.0,59.0,4,28,0,19,26,2018-02-22 15:28:15
37,313.02,3.9,45.0,61.0,4,27,1,13,52,2015-01-04 12:09:17
58,264.04,2.3,55.0,87.0,0,0,0,6,3,2017-02-13 17:26:16
50,169.76,1.3,82.0,89.0,0,0,1,4,2,2020-04-10 16:06:42
46,662.16,5.5,65.0,98.0,0,3,0,11,5,2018-05-15 15:16:52
42,612.79,6.5,67.0,53.0,2,3,0,8,12,2020-12-19 15:46:54
58,276.08,3.4,55.0,36.0,6,27,0,4,5,2017-09-26 17:01:35
50,201.8,1.6,41.0,140.0,0,3,0,7,4,2019-05-30 16:36:55
39,294.61,2.5,67.0,90.0,0,0,0,10,30,2019-04-14 11:55:26
19,218.97,2.5,37.0,87.0,27,4,0,3,111,2017-01-04 11:24:30
40,945.95,9.9,48.0,81.0,2,30,0,7,26,2017-05-10 16:05:38
56,729.96,6.6,45.0,92.0,6,0,0,20,5,2019-07-04 13:43:05
58,404.25,3.5,62.0,76.0,2,16,0,3,2,2015-02-23 11:54:21
25,373.06,5.3,68.0,12.0,5,11,0,3,20,2019-12-20 18:13:20
41,183.26,2.1,35.0,88.0,0,0,0,15,41,2018-12-07 18:32:10
48,233.14,3.0,63.0,33.0,0,0,3,27,0,2021-05-02 11:05:51
19,402.14,5.9,38.0,64.0,10,0,0,4,32,2020-02-18 17:04:04
23,177.72,3.0,32.0,60.0,2,2,0,4,28,2021-09-02 14:41:37
45,146.57,1.3,63.0,88.0,0,0,0,5,2,2021-07-13 14:27:20
24,198.74,2.6,41.0,77.0,4,4,0,0,23,2018-08-18 13:59:20
42,464.8,4.0,62.0,78.0,0,19,0,10,65,2018-09-28 11:08:19
56,218.05,2.1,55.0,85.0,0,3,0,7,4,2019-07-29 16:33:13
69,50.16,1.9,12.0,10.0,0,0,0,4,3,2021-09-13 15:54:24
51,67.34,1.3,34.0,26.0,0,18,0,12,0,2017-04-23 10:10:56
52,16.71,1.2,12.0,4.0,2,0,0,0,0,2021-05-17 14:36:40
50,598.53,5.4,43.0,111.0,4,14,0,30,4,2017-08-01 11:51:37
44,459.34,3.4,46.0,126.0,4,11,0,23,2,2021-03-07 18:31:21
69,12.0,1.0,1.0,9.0,0,0,0,3,0,2016-02-21 18:12:05
35,278.24,2.8,61.0,103.0,36,46,0,2,139,2017-05-30 11:48:17
45,818.67,5.4,81.0,123.0,2,0,0,14,5,2021-08-08 11:59:58
43,599.8,4.4,56.0,135.0,0,0,0,23,6,2016-05-22 15:05:58
44,357.36,3.4,53.0,91.0,0,41,2,19,35,2021-09-01 12:30:37
46,269.07,4.4,64.0,4.0,4,0,0,1,5,2018-11-20 11:30:35
28,2370.06,10.8,243.0,59.0,23,8,9,25,15,2017-03-16 18:03:02
58,86.28,2.1,35.0,13.0,5,0,0,7,5,2019-03-10 10:09:42
53,293.02,4.6,31.0,57.0,0,4,0,16,3,2015-10-02 14:28:10
38,195.75,1.4,59.0,133.0,7,17,1,11,24,2020-05-15 16:45:17
34,925.8,7.2,71.0,141.0,47,6,0,15,59,2015-04-18 16:38:11
39,68.22,1.7,42.0,4.0,0,6,0,10,26,2019-01-06 17:35:16
36,258.37,2.4,50.0,98.0,0,0,3,1,62,2016-09-01 16:48:47
48,105.49,1.2,67.0,42.0,2,3,1,10,4,2021-05-13 12:41:44
31,835.38,7.2,86.0,110.0,33,48,0,4,93,2019-02-08 11:41:19
57,226.8,2.4,44.0,73.0,0,0,0,24,2,2020-11-10 11:52:30
35,2846.22,17.8,105.0,143.0,37,9,0,10,32,2017-02-13 17:18:46
21,204.12,2.7,38.0,65.0,10,0,0,5,44,2021-03-04 12:14:08
55,582.47,5.3,55.0,80.0,0,10,0,24,3,2021-08-06 17:23:06
58,346.5,2.5,64.0,108.0,0,3,0,1,0,2017-05-23 13:20:40
54,538.42,4.9,69.0,73.0,5,0,2,9,4,2020-03-31 11:28:46
32,700.32,4.6,60.0,155.0,0,0,0,7,52,2016-07-06 12:59:05
37,446.7,5.1,69.0,39.0,3,39,0,3,19,2016-01-04 16:17:06
27,843.24,7.8,114.0,64.0,40,4,0,10,165,2019-04-28 17:14:50
23,63.09,0.7,54.0,70.0,35,0,0,4,14,2017-12-28 10:28:12
47,184.67,2.6,40.0,54.0,3,0,1,9,0,2017-11-05 13:50:18
53,17.69,1.8,6.0,6.0,0,0,0,0,0,2017-08-25 14:10:28
67,7.8,1.3,2.0,3.0,0,0,0,13,2,2015-12-19 12:44:31
50,26.37,2.3,9.0,5.0,0,0,0,0,0,2021-01-22 10:30:33
70,43.2,1.8,16.0,4.0,0,0,0,5,2,2020-09-06 12:09:57
55,277.55,2.6,64.0,61.0,3,0,0,16,4,2021-10-14 18:59:43
51,197.98,3.7,36.0,33.0,0,0,0,15,0,2021-12-28 11:01:21
34,1053.56,7.2,128.0,124.0,32,4,3,13,38,2021-07-06 13:56:59
49,546.07,2.9,102.0,126.0,0,0,0,17,1,2016-03-13 18:59:33
40,115.57,1.3,62.0,37.0,4,6,0,16,2,2020-12-09 15:14:27
54,504.5,6.0,91.0,4.0,0,0,0,6,4,2019-04-28 16:53:54
30,378.38,3.0,48.0,130.0,2,38,2,10,25,2016-08-29 18:02:30
39,479.02,4.0,46.0,123.0,0,1,0,9,27,2020-01-14 12:48:35
29,707.6,6.9,67.0,52.0,1,4,0,2,18,2021-02-20 10:08:02
54,744.46,6.2,70.0,88.0,3,0,0,1,4,2018-11-02 18:10:22
19,234.5,2.0,32.0,120.0,31,0,0,1,63,2016-08-04 16:10:43
26,279.77,1.8,70.0,144.0,4,14,2,2,44,2015-09-22 16:09:47
26,208.6,2.0,74.0,45.0,0,15,0,0,1,2018-10-20 13:37:45
28,91.25,1.1,60.0,31.0,5,3,1,11,6,2019-05-19 14:05:11
60,96.06,1.3,69.0,19.0,0,32,0,0,5,2016-06-29 14:39:50
37,472.5,5.4,50.0,53.0,2,31,0,16,18,2021-09-21 14:21:11
59,18.72,1.2,5.0,8.0,0,0,0,14,0,2021-07-09 13:20:11
52,420.48,4.1,55.0,84.0,0,0,0,1,5,2016-10-31 10:48:39
44,744.14,6.6,70.0,77.0,2,13,0,8,15,2016-12-23 16:38:50
35,22.77,2.3,6.0,5.0,0,0,0,0,0,2021-03-04 10:35:09
30,278.05,4.5,36.0,45.0,4,0,0,15,20,2017-11-07 14:09:17
42,543.2,4.0,40.0,138.0,0,29,0,15,11,2015-02-28 14:03:10
23,75.17,1.0,55.0,63.0,0,0,0,1,51,2020-12-20 16:55:38
60,3224.81,9.0,435.0,101.0,53,30,4,25,8,2017-06-20 11:13:52
51,1732.32,7.0,275.0,107.0,13,9,0,17,0,2019-09-18 18:49:50
66,22.44,1.7,6.0,5.0,0,0,0,7,1,2018-04-14 15:38:48
40,279.3,3.0,38.0,79.0,0,0,0,9,55,2021-02-11 13:12:48
47,804.91,8.1,68.0,59.0,2,39,0,25,4,2015-08-28 16:11:17
35,376.85,5.1,33.0,70.0,0,1,0,25,14,2019-06-03 12:28:31
31,818.72,4.3,92.0,142.0,0,2,0,17,52,2017-05-11 14:43:40
40,339.68,2.7,50.0,125.0,3,0,0,5,12,2018-07-24 17:35:57
57,142.8,1.6,62.0,37.0,5,0,0,1,0,2019-08-30 12:01:37
42,319.52,3.3,55.0,75.0,0,21,0,14,37,2016-11-18 16:22:25
21,66.89,3.0,32.0,3.0,0,0,0,7,55,2017-11-30 18:04:21
56,436.98,3.5,50.0,126.0,0,28,0,13,1,2020-06-02 10:02:06
31,2387.79,9.0,351.0,60.0,11,10,5,26,0,2019-07-02 16:37:16
35,153.45,1.1,48.0,151.0,0,28,0,1,52,2015-10-09 17:43:13
37,1348.4,9.6,111.0,64.0,1,0,1,1,48,2020-01-09 14:50:49
60,252.25,2.4,62.0,77.0,0,4,0,1,5,2017-06-14 12:46:38
58,436.6,4.6,45.0,86.0,0,28,3,1,4,2017-11-24 12:50:53
21,22.89,0.6,2.0,48.0,9,0,0,3,40,2020-10-23 14:33:19
47,517.69,6.3,29.0,88.0,0,0,0,7,5,2020-03-17 11:36:49
51,17.01,2.1,4.0,5.0,0,0,0,0,0,2017-05-24 14:14:19
52,16.05,2.8,2.0,5.0,0,0,0,0,0,2017-07-03 15:24:31
50,457.68,3.0,60.0,154.0,3,0,0,15,5,2020-10-03 16:21:41
21,126.83,2.2,17.0,72.0,3,0,0,3,13,2020-06-17 18:52:47
53,2093.0,10.0,109.0,146.0,0,6,0,1,4,2020-03-01 10:19:49
53,225.4,2.8,58.0,33.0,0,27,0,22,5,2018-12-31 14:40:32
27,522.85,5.4,68.0,54.0,4,5,0,7,9,2017-06-30 14:45:34
67,40.8,1.7,16.0,4.0,0,0,0,14,1,2016-12-16 11:30:18
35,752.55,6.6,67.0,85.0,0,32,0,12,19,2017-01-23 14:50:24
31,1522.8,9.4,101.0,152.0,34,5,0,0,142,2017-02-07 13:21:48
21,166.29,2.3,38.0,71.0,9,0,0,3,17,2020-09-07 10:10:09
20,172.56,2.1,23.0,106.0,0,0,0,0,45,2017-11-29 13:34:53
53,2890.39,11.0,299.0,94.0,39,8,6,30,7,2016-06-28 12:05:05
25,319.9,3.1,31.0,116.0,4,34,0,8,3,2020-12-29 14:02:15
33,576.58,6.0,63.0,88.0,50,6,0,1,101,2017-01-31 14:02:30
40,133.77,2.8,43.0,15.0,0,0,0,24,11,2019-05-05 14:10:08
21,231.14,4.1,10.0,76.0,5,0,0,0,15,2016-06-06 16:53:59
25,672.48,5.1,33.0,160.0,0,0,0,22,41,2020-12-11 12:50:48
61,3974.04,11.4,424.0,64.0,20,28,0,12,14,2016-07-21 16:05:54
59,315.51,3.9,38.0,73.0,0,45,0,2,5,2019-06-17 17:04:35
19,20.58,0.7,27.0,14.0,2,2,0,0,40,2020-08-29 13:07:44
38,1347.0,9.7,87.0,94.0,4,1,0,5,58,2021-01-18 15:06:37
20,404.49,5.0,53.0,74.0,0,2,0,0,63,2015-12-27 11:39:50
33,447.3,4.5,43.0,78.0,6,3,0,11,33,2015-09-04 13:29:14
42,324.62,3.5,50.0,61.0,3,29,0,23,29,2021-09-24 11:39:48
55,96.82,2.0,36.0,24.0,4,31,0,2,3,2021-11-17 15:10:44
30,,4.3,67.0,61.0,3,0,0,4,38,2020-05-20 17:40:15
20,69.37,0.9,45.0,76.0,0,0,0,2,52,2021-09-07 13:28:07
70,20.16,2.1,5.0,3.0,0,0,0,2,0,2018-06-24 10:33:11
41,2666.86,8.6,313.0,121.0,18,38,3,42,15,2018-07-22 10:37:20
20,3.18,0.1,7.0,38.0,10,0,0,5,26,2018-10-03 14:57:09
47,2112.61,11.0,202.0,96.0,7,35,4,40,5,2019-07-03 15:08:08
64,26.52,1.7,8.0,5.0,0,0,0,2,3,2018-01-20 10:48:32
31,903.06,5.8,,105.0,109,20,0,15,163,2017-03-11 18:21:52
68,65.52,2.1,16.0,10.0,0,0,0,3,0,2016-10-26 11:48:15
47,118.72,3.2,29.0,12.0,0,0,0,12,2,2018-08-11 17:54:32
19,443.98,5.9,30.0,71.0,13,0,0,15,29,2017-07-03 12:48:40
41,22.36,2.1,9.0,4.0,0,0,0,0,0,2021-02-06 11:15:05
27,590.52,3.8,55.0,144.0,0,32,1,23,22,2020-06-16 15:44:15
30,3078.37,14.6,267.0,51.0,26,23,0,19,13,2019-09-23 17:52:57
20,52.49,0.8,35.0,63.0,10,0,0,0,29,2019-10-16 13:36:41
40,167.21,1.5,75.0,67.0,6,42,0,16,50,2016-09-19 10:38:47
34,1647.39,15.2,96.0,85.0,35,5,0,4,62,2015-06-01 16:21:33
39,1059.97,8.0,111.0,50.0,4,45,0,23,43,2018-03-13 16:20:06
19,22.89,0.3,39.0,61.0,18,0,0,0,46,2018-12-12 10:23:07
44,111.41,1.1,109.0,6.0,0,37,0,1,3,2018-09-24 13:41:03
45,572.88,3.3,114.0,88.0,0,22,0,5,0,2015-12-07 18:10:22
20,567.0,7.5,37.0,66.0,10,0,0,0,43,2019-12-23 11:46:58
58,243.84,3.3,71.0,16.0,0,40,0,20,4,2016-09-24 10:54:27
27,1076.82,7.6,117.0,115.0,55,15,2,4,131,2018-07-04 11:53:05
53,204.54,1.9,62.0,81.0,0,0,0,18,2,2015-03-18 16:38:28
24,1425.06,12.6,67.0,98.0,47,12,0,9,177,2020-06-08 14:37:10
59,485.1,5.5,63.0,35.0,4,2,0,14,5,2016-04-18 11:02:33
31,144.47,1.8,82.0,11.0,0,3,0,1,9,2019-10-01 16:40:16
20,325.5,3.0,33.0,110.0,24,0,0,2,18,2018-10-24 18:35:14
56,106.68,1.2,45.0,63.0,0,0,0,10,1,2017-12-24 15:50:54
45,153.79,1.3,68.0,73.0,0,0,0,5,2,2016-06-21 14:35:20
67,3311.06,11.8,281.0,143.0,33,5,10,28,8,2016-04-11 16:47:41
19,110.58,2.8,28.0,31.0,6,0,0,1,13,2016-10-25 13:05:49
56,78.54,1.1,30.0,60.0,0,3,0,9,5,2019-10-19 11:43:53
55,521.7,3.5,63.0,145.0,0,0,0,20,3,2015-12-26 15:01:41
37,195.08,3.5,60.0,2.0,3,0,3,24,28,2018-08-16 12:46:54
35,1253.46,8.5,71.0,128.0,7,0,0,20,16,2021-06-02 15:22:10
44,220.56,2.5,69.0,39.0,5,40,3,20,38,2016-07-08 11:05:50
33,378.28,2.8,32.0,148.0,0,5,0,9,45,2015-11-13 18:10:49
68,104.4,2.9,17.0,13.0,0,0,0,4,0,2019-08-08 11:54:59
57,484.82,4.3,69.0,80.0,0,30,0,2,3,2020-03-14 10:54:32
46,94.08,1.4,45.0,41.0,1,0,0,1,0,2018-09-20 10:08:50
38,573.3,6.3,35.0,81.0,0,0,0,6,41,2015-04-04 14:39:37
44,204.05,2.2,43.0,69.0,5,3,0,12,50,2015-10-23 11:47:33
40,498.23,3.9,68.0,86.0,1,0,0,17,37,2020-03-21 14:14:29
55,312.13,2.8,80.0,62.0,0,7,0,24,2,2016-03-14 17:05:11
47,340.16,4.0,60.0,48.0,3,38,0,6,1,2019-08-04 18:17:11
21,286.44,2.4,51.0,103.0,33,0,0,4,38,2015-03-24 14:32:30
38,1122.66,9.9,58.0,79.0,4,35,0,2,20,2015-11-10 16:45:01
31,272.09,2.3,43.0,108.0,0,0,0,8,10,2016-04-03 17:32:51
55,485.8,4.0,70.0,75.0,1,22,2,2,1,2017-09-13 17:05:40
64,10.8,1.8,4.0,1.0,0,0,0,8,0,2020-06-11 12:57:39
20,25.23,2.2,5.0,7.0,12,2,0,0,72,2017-10-01 18:05:55
25,276.08,3.4,57.0,36.0,0,11,0,1,9,2021-06-11 13:29:58
70,75.6,2.1,19.0,11.0,0,0,0,9,1,2016-09-27 15:19:33
19,79.8,1.0,9.0,105.0,0,2,0,1,37,2016-02-29 17:37:02
52,587.48,4.5,87.0,64.0,1,7,0,1,4,2019-01-03 18:59:13
33,553.81,6.3,55.0,59.0,2,0,0,17,10,2020-01-07 17:35:15
41,136.06,1.6,29.0,91.0,3,2,0,4,29,2019-07-19 15:49:11
59,153.23,1.7,59.0,56.0,5,0,2,6,0,2020-09-28 16:28:57
60,367.87,2.5,70.0,133.0,0,5,1,14,0,2019-06-10 11:05:18
44,842.75,8.4,38.0,103.0,1,0,0,21,27,2020-12-25 12:30:31
42,108.29,2.0,37.0,33.0,0,0,0,9,55,2016-05-14 18:16:23
31,363.85,3.4,50.0,97.0,0,4,0,13,31,2019-05-28 15:14:40
41,220.27,1.9,39.0,127.0,0,0,0,1,31,2019-05-24 11:18:14
45,13.5,1.5,3.0,7.0,0,0,0,0,0,2021-11-09 16:33:12
34,382.58,3.9,38.0,101.0,0,0,2,20,21,2017-04-09 13:45:07
45,351.94,6.5,58.0,3.0,0,0,2,8,2,2017-12-05 14:40:11
26,128.1,3.0,31.0,18.0,0,0,2,29,39,2020-06-23 13:23:15
32,562.79,5.7,38.0,102.0,0,31,1,9,41,2019-09-07 12:10:14
49,734.72,7.3,58.0,75.0,2,0,0,10,1,2016-09-14 10:36:20
36,1932.84,15.0,88.0,130.0,36,5,0,5,22,2020-02-01 18:17:10
20,5.22,0.1,22.0,59.0,2,0,0,3,27,2021-08-13 15:20:25
52,272.51,3.1,50.0,68.0,0,0,0,11,5,2018-08-14 18:04:54
57,576.17,4.5,106.0,51.0,0,3,0,3,3,2018-11-25 16:30:01
57,278.88,2.2,64.0,109.0,0,6,0,25,0,2020-06-20 18:03:45
51,4609.33,14.4,421.0,76.0,11,21,4,28,0,2015-04-15 11:58:54
60,525.52,5.5,102.0,2.0,8,3,2,15,4,2017-01-30 16:42:54
56,5084.31,14.2,401.0,92.0,37,40,0,44,9,2020-07-28 18:44:57
46,182.91,1.3,87.0,78.0,0,7,2,7,0,2020-10-25 12:53:24
21,8.25,0.1,13.0,114.0,5,0,0,2,83,2017-10-10 17:44:39
34,296.71,3.4,48.0,68.0,2,16,0,20,52,2017-02-21 11:18:17
60,233.33,2.2,65.0,74.0,1,0,0,4,4,2020-07-24 18:30:56
43,861.42,8.4,50.0,75.0,1,0,0,5,53,2020-03-21 14:42:08
47,846.1,7.7,59.0,87.0,5,0,0,28,5,2021-06-28 18:22:51
41,156.96,1.1,109.0,70.0,0,0,0,11,1,2018-05-16 12:26:39
49,772.46,7.9,49.0,83.0,3,32,0,17,5,2021-02-16 15:17:24
20,285.25,2.5,50.0,113.0,0,0,0,3,65,2017-05-11 16:40:06
19,113.04,1.3,46.0,79.0,23,2,0,2,56,2018-09-30 18:52:43
50,134.26,1.4,37.0,85.0,0,0,0,13,3,2019-04-07 10:02:10
46,246.14,4.2,30.0,50.0,0,4,0,8,5,2021-05-11 10:48:28
39,124.34,1.6,47.0,56.0,0,0,0,17,35,2015-10-03 13:06:33
19,182.87,2.5,35.0,65.0,9,2,0,0,40,2020-02-17 10:23:05
50,581.9,6.3,41.0,87.0,0,0,0,7,2,2021-02-06 11:31:24
50,294.49,2.3,79.0,90.0,0,4,0,1,0,2017-04-17 18:56:53
70,26.88,1.4,5.0,11.0,0,0,0,3,1,2017-09-13 14:06:51
70,23.76,1.1,7.0,11.0,0,0,0,6,0,2015-04-14 10:01:36
55,650.72,5.6,55.0,88.0,2,0,0,13,2,2019-08-11 16:06:29
53,251.11,2.7,71.0,46.0,0,40,0,12,3,2016-02-18 11:18:37
46,696.15,5.1,40.0,139.0,0,21,0,11,1,2016-05-10 14:55:22
37,502.32,4.8,60.0,64.0,1,29,0,2,32,2018-12-22 15:24:08
33,1149.66,9.4,92.0,116.0,32,4,0,6,151,2016-01-02 11:05:29
41,192.06,1.5,61.0,114.0,2,0,0,10,10,2015-05-11 18:03:47
24,570.57,6.6,11.0,100.0,25,0,0,4,34,2016-08-07 12:24:45
69,1603.33,6.0,361.0,51.0,15,4,0,26,15,2015-04-09 12:33:45
54,822.69,8.2,31.0,112.0,3,5,0,1,3,2019-06-05 18:29:36
49,201.42,3.4,39.0,34.0,8,3,1,25,3,2017-01-31 12:48:25
25,227.09,3.1,47.0,48.0,2,18,0,4,27,2021-01-03 14:54:29
28,,4.3,49.0,121.0,3,0,0,11,7,2017-04-06 17:24:07
40,293.15,2.6,67.0,82.0,0,1,0,25,24,2019-05-12 13:48:22
37,722.36,9.0,57.0,46.0,0,0,0,12,50,2018-02-20 15:26:42
32,501.76,5.6,42.0,69.0,0,37,0,2,28,2017-07-05 17:53:10
42,498.13,6.8,33.0,69.0,0,0,0,0,70,2018-11-25 11:55:42
34,397.32,6.6,38.0,32.0,2,14,0,18,31,2015-05-25 18:57:20
42,162.75,1.5,65.0,62.0,2,0,0,20,38,2016-05-22 18:48:06
53,304.92,3.3,60.0,47.0,0,0,3,16,4,2018-09-07 14:35:01
40,775.0,6.1,109.0,26.0,3,0,0,14,32,2021-08-13 10:44:57
40,175.43,1.8,38.0,100.0,0,2,0,3,25,2016-09-23 10:41:02
24,20.64,0.3,33.0,75.0,0,0,0,12,72,2018-11-04 13:14:18
60,190.65,1.3,41.0,150.0,3,1,0,14,5,2016-01-26 17:53:28
51,622.09,3.8,93.0,126.0,0,0,0,0,4,2016-02-28 15:26:49
50,15.72,3.2,4.0,2.0,0,0,0,0,0,2015-02-27 18:43:53
20,113.7,1.7,58.0,46.0,2,5,0,0,87,2016-02-19 11:49:56
29,1002.89,9.6,45.0,100.0,2,0,0,20,12,2021-03-10 11:27:02
56,197.22,1.8,69.0,75.0,0,0,0,2,5,2018-07-04 15:54:34
39,660.66,3.9,85.0,119.0,6,26,0,1,55,2016-01-25 13:04:04
54,207.66,2.0,54.0,86.0,2,26,1,26,5,2021-04-05 10:59:03
25,165.41,1.7,39.0,80.0,8,6,0,0,12,2015-12-22 10:07:04
30,266.27,2.2,52.0,117.0,0,38,0,6,31,2018-10-20 14:51:04
45,11.71,1.3,9.0,2.0,0,0,0,0,0,2016-07-15 16:32:38
49,355.45,3.1,72.0,78.0,2,0,2,6,2,2020-08-28 10:15:30
38,175.81,1.6,62.0,82.0,5,0,1,19,12,2020-02-07 13:30:47
29,2256.83,14.2,168.0,74.0,15,29,6,24,12,2018-09-02 15:25:11
21,106.96,1.6,22.0,69.0,9,0,0,2,100,2017-05-21 13:17:03
52,768.54,9.5,40.0,71.0,0,29,0,14,4,2018-05-26 18:53:08
34,3577.77,13.2,322.0,94.0,19,67,8,44,12,2015-12-25 10:46:49
20,66.57,2.2,3.0,41.0,7,0,0,5,40,2021-03-31 17:32:59
55,412.78,4.0,,85.0,0,0,0,4,2,2019-03-15 10:49:06
65,13.92,2.9,3.0,1.0,0,0,0,14,1,2019-09-17 17:44:04
33,321.16,3.1,33.0,99.0,4,0,0,17,13,2017-03-12 10:56:02
57,1106.05,7.7,92.0,93.0,5,0,0,1,4,2017-01-08 14:01:25
50,350.99,3.8,96.0,10.0,0,31,0,3,5,2020-02-21 11:26:15
36,181.04,1.4,70.0,102.0,4,4,2,5,24,2017-05-05 18:40:13
34,230.28,3.0,51.0,47.0,3,0,0,15,43,2017-03-06 12:25:42
42,150.08,1.6,39.0,79.0,0,0,0,6,5,2019-03-16 16:36:39
34,820.26,6.2,54.0,113.0,0,0,2,23,3,2020-12-12 10:15:04
34,25.23,2.2,11.0,3.0,0,0,0,0,0,2015-05-03 11:01:42
50,297.35,2.4,67.0,98.0,3,1,0,7,1,2021-06-06 13:59:44
30,267.54,3.5,45.0,57.0,0,0,0,16,37,2020-08-19 13:36:32
19,114.91,2.2,4.0,65.0,26,0,0,7,57,2017-09-15 12:30:49
27,245.24,2.2,56.0,96.0,0,31,3,6,11,2017-08-09 18:51:17
24,327.93,2.6,104.0,107.0,40,2,0,13,52,2019-04-22 13:37:24
39,632.92,4.6,94.0,83.0,0,0,0,16,5,2019-07-06 12:26:16
65,1568.7,6.0,250.0,113.0,21,40,7,38,10,2020-12-30 13:29:43
58,301.05,3.4,45.0,75.0,0,7,0,0,5,2018-03-07 11:21:14
45,689.17,6.2,53.0,98.0,3,6,2,14,3,2020-06-05 17:06:19
47,534.12,4.3,85.0,73.0,4,3,0,1,3,2018-12-04 15:52:04
69,12.96,1.8,3.0,3.0,0,0,0,0,3,2016-08-20 12:59:08
48,125.62,1.7,70.0,17.0,0,13,0,20,5,2021-07-20 14:38:49
57,248.71,1.7,71.0,109.0,0,0,0,20,5,2018-09-11 17:16:48
